sample_id,layer_z,rank_within_endpoint,score,x_model_pixel,y_model_pixel,raw_camera_x_px,raw_camera_y_px,rank_2_machine_x,rank_2_machine_y,rank_2_inverse_denominator,rank_2_containing_part,rank_1_machine_x,rank_1_machine_y,rank_1_inverse_denominator,rank_1_containing_part,both_ranks_inside_known_part_rectangles,same_containing_part_under_both_ranks,machine_coordinate_shift_rank_alternative_to_selected
test_z_211,211,1,0.7372183203697205,179,196,1301.7578125,1401.3671875,0.09536017412584948,13.43709184816076,0.9874110025742525,part01,8.90463982587413,-13.437091848160739,0.9842285371704802,part04,True,False,28.281180267562004
test_z_211,211,2,0.7352569103240967,193,196,1383.7890625,1401.3671875,-5.9040032453622215,13.33628517496201,0.9854138432857384,part01,14.904003245362194,-13.33628517496197,0.9822378148067373,part04,True,False,33.828968993891515
test_z_211,211,3,0.7281158566474915,182,174,1319.3359375,1272.4609375,-0.994645396892701,5.5072815108379,0.9944354748290885,part02,9.994645396892672,-5.507281510837861,0.9912303692685096,part03,True,False,15.559084507413763
test_z_211,211,4,0.7243490219116211,171,176,1254.8828125,1284.1796875,3.656463899485501,6.311103910638459,0.995327177325692,part02,5.343536100514492,-6.3111039106384395,0.9921191977720761,part03,True,False,12.734454950840595
test_z_211,211,5,0.7235691547393799,165,173,1219.7265625,1266.6015625,6.21555553017503,5.291744810583293,0.9971993438658984,part02,2.784444469824941,-5.291744810583285,0.9939853302441704,part03,True,False,11.125770789918215
test_z_212,212,1,0.7378227710723877,179,194,1301.7578125,1389.6484375,0.11218660472468252,12.713527807219462,0.9880884966614814,part01,8.887813395275293,-12.713527807219435,0.9849038476669973,part04,True,False,26.89882493319733
test_z_212,212,2,0.7341365814208984,190,191,1366.2109375,1372.0703125,-4.566208276669395,11.548133801664061,0.9875355412084922,part01,13.566208276669371,-11.548133801664019,0.9843526744116894,part04,True,False,29.36361876997343
test_z_212,212,3,0.731816291809082,169,176,1243.1640625,1284.1796875,4.5037160407304695,6.3273994108435,0.9956124857954797,part02,4.496283959269529,-6.3273994108434835,0.9924035866811823,part03,True,False,12.654801004093471
test_z_212,212,4,0.7309464812278748,166,165,1225.5859375,1219.7265625,5.8439849155408545,2.44511565355027,0.99976666597992,part02,3.156015084459131,-2.4451156535502636,0.9965443777756858,part03,True,False,5.580281717776595
test_z_212,212,5,0.7298642992973328,177,170,1290.0390625,1249.0234375,1.1597704917245562,4.124434249563261,0.9965037341780154,part02,7.840229508275424,-4.124434249563244,0.9932919625343092,part03,True,False,10.614723933654485
test_z_213,213,1,0.7381501197814941,180,193,1307.6171875,1383.7890625,-0.30668637421572525,12.344781577358297,0.9882845894702019,part01,9.306686374215701,-12.34478157735828,0.9850993084607029,part04,True,False,26.495121520216177
test_z_213,213,2,0.7357181310653687,164,167,1213.8671875,1231.4453125,6.674683882982024,3.1703946390318087,0.9993744803624789,part02,2.32531611701797,-3.1703946390318114,0.9961534561882748,part03,True,False,7.689122747909134
test_z_213,213,3,0.7251940369606018,156,147,1166.9921875,1114.2578125,10.141786675180223,-3.7902740167202618,1.0072906551139185,part03,-1.1417866751802317,3.7902740167202604,1.0040441167898708,part02,True,False,13.593518162722393
test_z_213,213,4,0.7238326072692871,186,201,1342.7734375,1430.6640625,-2.948649171816596,15.201753309024129,0.9847186877119234,part01,11.948649171816577,-15.201753309024088,0.981544899747316,part04,True,False,33.85709250087665
test_z_213,213,5,0.7227902412414551,177,169,1290.0390625,1243.1640625,1.1677481166340251,3.7689939225598716,0.9968424812216299,part02,7.832251883365953,-3.76899392255986,0.9936296177825678,part03,True,False,10.061653502777606
test_z_214,214,1,0.7303762435913086,179,196,1301.7578125,1401.3671875,0.09536017412584948,13.43709184816076,0.9874110025742525,part01,8.90463982587413,-13.437091848160739,0.9842285371704802,part04,True,False,28.281180267562004
test_z_214,214,2,0.729984700679779,170,176,1249.0234375,1284.1796875,4.080150677174199,6.319252828341471,0.9954698315605859,part02,4.919849322825789,-6.319252828341446,0.9922613922266292,part03,True,False,12.666369608120362
test_z_214,214,3,0.7243151664733887,161,150,1196.2890625,1131.8359375,8.03456459385233,-2.7886981530856048,1.0055611428086058,part03,0.9654354061476526,2.7886981530856203,1.0023201787723297,part02,True,False,9.004439850904143
test_z_214,214,4,0.7241190671920776,175,170,1278.3203125,1249.0234375,2.0067372039323286,4.141336400490388,0.9967890426478031,part02,6.993262796067657,-4.141336400490376,0.9935763514434153,part03,True,False,9.667890473579389
test_z_214,214,5,0.7236089110374451,174,201,1272.4609375,1430.6640625,2.193644819220441,15.285007579993053,0.9864305385306497,part01,6.80635518077954,-15.285007579993009,0.9832512332019527,part04,True,False,30.91606255268307
test_z_215,215,1,0.7338667511940002,180,178,1307.6171875,1295.8984375,-0.1791020536400182,6.952468328747903,0.9933657951244184,part02,9.179102053640003,-6.952468328747891,0.9901641371845814,part03,True,False,16.760765124614178
test_z_215,215,2,0.7332049012184143,179,197,1301.7578125,1407.2265625,0.08693829699301983,13.799246341636856,0.987072255530638,part01,8.913061703006962,-13.799246341636827,0.9838908819222216,part04,True,False,28.975459491902768
test_z_215,215,3,0.7280866503715515,173,172,1266.6015625,1260.7421875,2.8384082692454635,4.869450442094899,0.996396857030362,part02,6.161591730754516,-4.869450442094879,0.9931854298560043,part03,True,False,10.290273988136551
test_z_215,215,4,0.7227103114128113,169,149,1243.1640625,1125.9765625,4.686975433314895,-3.2139318428549526,1.0047586559730695,part03,4.3130245666850815,3.2139318428549646,1.0015202783841637,part02,True,False,6.4387320811415565
test_z_215,215,5,0.7198106050491333,162,144,1202.1484375,1096.6796875,7.650028624915409,-4.8942769598357625,1.0074509708353985,part03,1.3499713750845639,4.894276959835786,1.0042039158073282,part02,True,False,11.64072631709308
test_z_216,216,1,0.7323956489562988,180,194,1307.6171875,1389.6484375,-0.3152386581305835,12.706241305731599,0.9879458424265875,part01,9.315238658130562,-12.706241305731576,0.9847616532124444,part04,True,False,27.176099164834874
test_z_216,216,2,0.7267321944236755,177,170,1290.0390625,1249.0234375,1.1597704917245562,4.124434249563261,0.9965037341780154,part02,7.840229508275424,-4.124434249563244,0.9932919625343092,part03,True,False,10.614723933654485
test_z_216,216,3,0.7264560461044312,172,172,1260.7421875,1260.7421875,3.261757368354055,4.877796984918053,0.9965395112652559,part02,5.738242631645933,-4.877796984918043,0.9933276243105574,part03,True,False,10.065018279347745
test_z_216,216,4,0.7226999998092651,176,203,1284.1796875,1442.3828125,1.321818618498413,15.997901121857634,0.985467735973633,part01,7.6781813815015685,-15.997901121857604,0.9822915337963294,part04,True,False,32.62107767676945
test_z_216,216,5,0.7217257618904114,193,203,1383.7890625,1442.3828125,-5.9776693043149205,15.881515155596519,0.9830426139804375,part01,14.977669304314896,-15.881515155596473,0.9798742280689273,part04,True,False,38.05280949880174
test_z_217,217,1,0.7347444295883179,179,194,1301.7578125,1389.6484375,0.11218660472468252,12.713527807219462,0.9880884966614814,part01,8.887813395275293,-12.713527807219435,0.9849038476669973,part04,True,False,26.89882493319733
test_z_217,217,2,0.729265570640564,182,175,1319.3359375,1278.3203125,-1.0033791922863715,5.864174802004996,0.994096727785474,part02,10.003379192286358,-5.864174802004966,0.990892714020251,part03,True,False,16.084244295901588
test_z_217,217,3,0.727330207824707,168,173,1237.3046875,1266.6015625,4.947253646936665,5.266892318481977,0.9967713811612169,part02,4.0527463530633066,-5.266892318481971,0.9935587468805112,part03,True,False,10.571696272440404
test_z_217,217,4,0.7237557172775269,176,168,1284.1796875,1237.3046875,1.59897429262826,3.4223432760506616,0.9973238825001381,part02,7.4010257073717245,-3.4223432760506354,0.9941094674853794,part03,True,False,8.972933445414771
test_z_217,217,5,0.7225067019462585,172,172,1260.7421875,1260.7421875,3.261757368354055,4.877796984918053,0.9965395112652559,part02,5.738242631645933,-4.877796984918043,0.9933276243105574,part03,True,False,10.065018279347745
test_z_218,218,1,0.7337822318077087,179,195,1301.7578125,1395.5078125,0.10377627472269187,13.07518575518095,0.9877497496178669,part01,8.896223725277284,-13.075185755180916,0.9845661924187388,part04,True,False,27.588930068067327
test_z_218,218,2,0.7286468148231506,173,190,1266.6015625,1366.2109375,2.704197916833444,11.314235671180377,0.9902994102453022,part01,6.295802083166535,-11.314235671180354,0.98710763538735,part04,True,False,22.911729218451892
test_z_218,218,3,0.7273799180984497,177,168,1290.0390625,1237.3046875,1.1757203214718572,3.4137950849799656,0.9971812282652444,part02,7.824279678528132,-3.4137950849799448,0.9939672730308263,part03,True,False,9.529917578512089
test_z_218,218,4,0.7214585542678833,175,201,1278.3203125,1430.6640625,1.765802107902722,15.278080762296076,0.9862878842957558,part01,7.2341978920972645,-15.27808076229605,0.9831090387473996,part04,True,False,31.041623017644564
test_z_218,218,5,0.7125569581985474,167,151,1231.4453125,1137.6953125,5.513093798409464,-2.4944674505987368,1.0043664703556283,part03,3.486906201590521,2.4944674505987403,1.0011293567967527,part02,True,False,5.384691971309891
test_z_219,219,1,0.7344102263450623,180,194,1307.6171875,1389.6484375,-0.3152386581305835,12.706241305731599,0.9879458424265875,part01,9.315238658130562,-12.706241305731576,0.9847616532124444,part04,True,False,27.176099164834874
test_z_219,219,2,0.7316147089004517,171,176,1254.8828125,1284.1796875,3.656463899485501,6.311103910638459,0.995327177325692,part02,5.343536100514492,-6.3111039106384395,0.9921191977720761,part03,True,False,12.734454950840595
test_z_219,219,3,0.7219421863555908,187,201,1348.6328125,1430.6640625,-3.3779808213784945,15.194802385263156,0.9845760334770295,part01,12.377980821378467,-15.194802385263118,0.9814027052927629,part04,True,False,34.23124896051592
test_z_219,219,4,0.7203728556632996,178,166,1295.8984375,1225.5859375,0.7685631733855434,2.695474593640622,0.9977160681175793,part02,8.231436826614447,-2.695474593640602,0.9945003890727904,part03,True,False,9.206346523127738
test_z_219,219,5,0.7140308022499084,160,142,1190.4296875,1084.9609375,8.496807193830847,-5.571682342389956,1.008413773392415,part03,0.5031928061691413,5.57168234238998,1.0051636152129513,part02,True,False,13.71395083397315
test_z_220,220,1,0.7344606518745422,179,195,1301.7578125,1395.5078125,0.10377627472269187,13.07518575518095,0.9877497496178669,part01,8.896223725277284,-13.075185755180916,0.9845661924187388,part04,True,False,27.588930068067327
test_z_220,220,2,0.7311548590660095,193,197,1383.7890625,1407.2265625,-5.91450525472038,13.699139241750462,0.9850750962421241,part01,14.914505254720355,-13.699139241750418,0.9819001595584788,part04,True,False,34.41675961885227
test_z_220,220,3,0.7270146608352661,186,192,1342.7734375,1377.9296875,-2.863510349792013,11.939210120232062,0.9877674111044532,part01,11.863510349792001,-11.939210120232037,0.9845837969816431,part04,True,False,28.054662569102156
test_z_220,220,4,0.725174069404602,170,176,1249.0234375,1284.1796875,4.080150677174199,6.319252828341471,0.9954698315605859,part02,4.919849322825789,-6.319252828341446,0.9922613922266292,part03,True,False,12.666369608120362
test_z_220,220,5,0.7247738242149353,175,169,1278.3203125,1243.1640625,2.014424812299539,3.7859920336870156,0.9971277896914176,part02,6.9855751877004435,-3.785992033687008,0.9939140066916738,part03,True,False,9.05799529539592
test_z_221,221,1,0.7362374663352966,180,194,1307.6171875,1389.6484375,-0.3152386581305835,12.706241305731599,0.9879458424265875,part01,9.315238658130562,-12.706241305731576,0.9847616532124444,part04,True,False,27.176099164834874
test_z_221,221,2,0.7300443053245544,184,175,1331.0546875,1278.3203125,-1.8535045648889144,5.847721463062918,0.9938114193156863,part02,10.853504564888897,-5.847721463062897,0.9906083251111448,part03,True,False,17.269958490469023
test_z_221,221,3,0.7287854552268982,175,168,1278.3203125,1237.3046875,2.0221071991289765,3.430889022055559,0.997466536735032,part02,6.977892800871018,-3.430889022055542,0.9942516619399324,part03,True,False,8.464266587075274
test_z_221,221,4,0.7271398901939392,165,168,1219.7265625,1237.3046875,6.2467891191584135,3.516212233948111,0.9988930790839706,part02,2.753210880841574,-3.5162122339480857,0.9956736064854631,part03,True,False,7.85239344428857
test_z_221,221,5,0.7234323620796204,185,201,1336.9140625,1430.6640625,-2.51944189707861,15.208702219143843,0.9848613419468172,part01,11.519441897078586,-15.208702219143795,0.981687094201869,part04,True,False,33.500876868347945
test_z_222,222,1,0.7344669699668884,178,196,1295.8984375,1401.3671875,0.5229576103116963,13.444276722954354,0.9875536568091463,part01,8.477042389688293,-13.444276722954324,0.9843707316250333,part04,True,False,28.040359681912033
test_z_222,222,2,0.7341422438621521,193,195,1383.7890625,1395.5078125,-5.893508453889491,12.973680492742465,0.9857525903293529,part01,14.893508453889462,-12.973680492742417,0.9825754700549959,part04,True,False,33.24703917697561
test_z_222,222,3,0.7338017821311951,169,175,1243.1640625,1278.3203125,4.510563448028552,5.970891728816041,0.9959512328390941,part02,4.489436551971443,-5.970891728816031,0.9927412419294409,part03,True,False,11.94180214602101
test_z_222,222,4,0.7312933206558228,182,176,1319.3359375,1284.1796875,-1.0121189419413943,6.221311405023909,0.9937579807418595,part02,10.012118941941385,-6.221311405023873,0.9905550587719925,part03,True,False,16.62385885748425
test_z_222,222,5,0.7249440550804138,178,170,1295.8984375,1249.0234375,0.7361052386295878,4.115979544145471,0.9963610799431216,part02,8.263894761370398,-4.115979544145445,0.9931497680797561,part03,True,False,11.154943546696314
test_z_223,223,1,0.7378180623054504,179,195,1301.7578125,1395.5078125,0.10377627472269187,13.07518575518095,0.9877497496178669,part01,8.896223725277284,-13.075185755180916,0.9845661924187388,part04,True,False,27.588930068067327
test_z_223,223,2,0.7198764681816101,174,169,1272.4609375,1243.1640625,2.4375814912325207,3.7944874420164654,0.9972704439263115,part02,6.562418508767457,-3.7944874420164383,0.994056201146227,part03,True,False,8.637523963017916
test_z_223,223,3,0.717747688293457,160,139,1190.4296875,1067.3828125,8.513055083744842,-6.614944822053803,1.0094300145232584,part03,0.4869449162551368,6.614944822053814,1.006176580957727,part02,True,False,15.47412111933817
test_z_223,223,4,0.7161467671394348,156,147,1166.9921875,1114.2578125,10.141786675180223,-3.7902740167202618,1.0072906551139185,part03,-1.1417866751802317,3.7902740167202604,1.0040441167898708,part02,True,False,13.593518162722393
test_z_223,223,5,0.7134039402008057,172,151,1260.7421875,1137.6953125,3.413252192532045,-2.5411377236880375,1.003653199181159,part03,5.586747807467937,2.5411377236880432,1.0004183845239873,part02,True,False,5.527531719596667
test_z_224,224,1,0.7356923818588257,179,197,1301.7578125,1407.2265625,0.08693829699301983,13.799246341636856,0.987072255530638,part01,8.913061703006962,-13.799246341636827,0.9838908819222216,part04,True,False,28.975459491902768
test_z_224,224,2,0.7298902869224548,178,165,1295.8984375,1219.7265625,0.7766638865014182,2.3409510181191204,0.9980548151611938,part02,8.22333611349857,-2.3409510181191058,0.9948380443210489,part03,True,False,8.796199971195652
test_z_224,224,3,0.7286548614501953,175,171,1278.3203125,1254.8828125,1.999044368702085,4.496922368614455,0.9964502956041887,part02,7.000955631297901,-4.4969223686144515,0.9932386961951568,part03,True,False,10.29117871947927
test_z_224,224,4,0.7272436618804932,170,177,1249.0234375,1290.0390625,4.073153442977306,6.676051556996849,0.9951310845169714,part02,4.926846557022671,-6.676051556996832,0.9919237369783707,part03,True,False,13.37936655823766
test_z_224,224,5,0.7238883376121521,186,201,1342.7734375,1430.6640625,-2.948649171816596,15.201753309024129,0.9847186877119234,part01,11.948649171816577,-15.201753309024088,0.981544899747316,part04,True,False,33.85709250087665
test_z_225,225,1,0.732478141784668,179,194,1301.7578125,1389.6484375,0.11218660472468252,12.713527807219462,0.9880884966614814,part01,8.887813395275293,-12.713527807219435,0.9849038476669973,part04,True,False,26.89882493319733
test_z_225,225,2,0.7303858995437622,182,176,1319.3359375,1284.1796875,-1.0121189419413943,6.221311405023909,0.9937579807418595,part02,10.012118941941385,-6.221311405023873,0.9905550587719925,part03,True,False,16.62385885748425
test_z_225,225,3,0.7267301082611084,176,167,1284.1796875,1231.4453125,1.6067962318177422,3.0674335342508843,0.9976626295437526,part02,7.39320376818224,-3.0674335342508776,0.994447122733638,part03,True,False,8.433214459806134
test_z_225,225,4,0.7224948406219482,186,201,1342.7734375,1430.6640625,-2.948649171816596,15.201753309024129,0.9847186877119234,part01,11.948649171816577,-15.201753309024088,0.981544899747316,part04,True,False,33.85709250087665
test_z_225,225,5,0.7223935723304749,184,166,1331.0546875,1225.5859375,-1.7724916350159758,2.6435448221664912,0.9968601427082162,part02,10.772491635015951,-2.643544822166474,0.993647222345472,part03,True,False,13.613593285851971
test_z_226,226,1,0.7367141842842102,179,195,1301.7578125,1395.5078125,0.10377627472269187,13.07518575518095,0.9877497496178669,part01,8.896223725277284,-13.075185755180916,0.9845661924187388,part04,True,False,27.588930068067327
test_z_226,226,2,0.7294828295707703,177,170,1290.0390625,1249.0234375,1.1597704917245562,4.124434249563261,0.9965037341780154,part02,7.840229508275424,-4.124434249563244,0.9932919625343092,part03,True,False,10.614723933654485
test_z_226,226,3,0.7262346744537354,191,203,1372.0703125,1442.3828125,-5.117037270055372,15.895237418303395,0.9833279224502252,part01,14.117037270055352,-15.895237418303369,0.9801586169780334,part04,True,False,37.156209625733666
test_z_226,226,4,0.7251507639884949,173,172,1266.6015625,1260.7421875,2.8384082692454635,4.869450442094899,0.996396857030362,part02,6.161591730754516,-4.869450442094879,0.9931854298560043,part03,True,False,10.290273988136551
test_z_226,226,5,0.716803789138794,173,147,1266.6015625,1114.2578125,3.0221095103868545,-3.9518887779842706,1.0048655331207228,part03,5.977890489613123,3.9518887779842795,1.0016268110624686,part02,True,False,8.438384967005712
test_z_227,227,1,0.7332583665847778,165,166,1219.7265625,1225.5859375,6.2592529172240035,2.807684004744273,0.9995705731711995,part02,2.7407470827759797,-2.807684004744257,0.9963489169819802,part03,True,False,6.626631209674487
test_z_227,227,2,0.7301432490348816,172,172,1260.7421875,1260.7421875,3.261757368354055,4.877796984918053,0.9965395112652559,part02,5.738242631645933,-4.877796984918043,0.9933276243105574,part03,True,False,10.065018279347745
test_z_227,227,3,0.7300935387611389,178,195,1295.8984375,1395.5078125,0.5312258729869321,13.082420426472126,0.9878924038527608,part01,8.468774127013054,-13.082420426472089,0.9847083868732919,part04,True,False,27.342340228021666
test_z_227,227,4,0.7297452092170715,171,176,1254.8828125,1284.1796875,3.656463899485501,6.311103910638459,0.995327177325692,part02,5.343536100514492,-6.3111039106384395,0.9921191977720761,part03,True,False,12.734454950840595
test_z_227,227,5,0.7294161915779114,178,167,1295.8984375,1231.4453125,0.760456957652833,3.050238988379795,0.9973773210739649,part02,8.23954304234716,-3.050238988379785,0.9941627338245318,part03,True,False,9.651557398015978
test_z_228,228,1,0.7376013994216919,179,196,1301.7578125,1401.3671875,0.09536017412584948,13.43709184816076,0.9874110025742525,part01,8.90463982587413,-13.437091848160739,0.9842285371704802,part04,True,False,28.281180267562004
test_z_228,228,2,0.734666109085083,184,175,1331.0546875,1278.3203125,-1.8535045648889144,5.847721463062918,0.9938114193156863,part02,10.853504564888897,-5.847721463062897,0.9906083251111448,part03,True,False,17.269958490469023
