candidate_id,stage,layer_z,led_t,roi_x0,roi_y0,roi_x1,roi_y1,roi_area_pixels,roi_mean,roi_std,roi_p01,roi_p50,roi_p99,roi_full_scale_fraction,roi_valid_fraction,pair_mean_abs_difference
upper_350_250_1650_1550,B,1,3,350,250,1650,1550,1690000,57780.099350887576,12827.26102063941,23845.0,65535.0,65535.0,0.6163875739644971,0.38361242603550294,8567.654296875
lower_350_450_1650_1750,A,1,3,350,450,1650,1750,1690000,63904.39815680473,5239.062964583172,33880.0,65535.0,65535.0,0.7935443786982248,0.2064556213017752,7310.02099609375
lower_350_450_1650_1750,B,1,3,350,450,1650,1750,1690000,57982.99983905326,12932.057644005201,23845.0,65535.0,65535.0,0.6753284023668639,0.32467159763313613,7310.02099609375
wide_250_250_1750_1750,A,10,1,250,250,1750,1750,2250000,52950.18529688889,13619.405221195697,15059.0,57021.0,65535.0,0.28389955555555557,0.7161004444444444,6521.12548828125
wide_250_250_1750_1750,B,10,1,250,250,1750,1750,2250000,51973.196976444444,16497.02238837868,3184.0,59582.0,65535.0,0.4028951111111111,0.5971048888888889,6521.12548828125
inner_350_350_1650_1650,A,10,1,350,350,1650,1650,1690000,56170.79844615384,11707.733187097576,21413.0,60974.0,65535.0,0.3646739644970414,0.6353260355029586,4915.107421875
inner_350_350_1650_1650,B,10,1,350,350,1650,1650,1690000,56858.29532840237,12461.455720239725,22181.0,65535.0,65535.0,0.5202449704142011,0.47975502958579885,4915.107421875
inner_450_450_1550_1550,A,10,1,450,450,1550,1550,1210000,58165.752001652894,9966.87107430275,25654.0,62895.0,65535.0,0.41330082644628097,0.586699173553719,5184.35546875
inner_450_450_1550_1550,B,10,1,450,450,1550,1550,1210000,57826.17312809917,11544.750648186431,25062.0,65535.0,65535.0,0.5516099173553719,0.4483900826446281,5184.35546875
upper_350_250_1650_1550,A,10,1,350,250,1650,1550,1690000,56300.998640236685,11538.923458649004,23413.0,61214.0,65535.0,0.3669378698224852,0.6330621301775148,4537.896484375
upper_350_250_1650_1550,B,10,1,350,250,1650,1550,1690000,56482.06745680473,12450.88952936038,23733.0,65535.0,65535.0,0.5089147928994083,0.49108520710059167,4537.896484375
lower_350_450_1650_1750,A,10,1,350,450,1650,1750,1690000,54806.37169112426,12319.99707374171,18916.0,58990.0,65535.0,0.3207958579881657,0.6792041420118343,5397.1162109375
lower_350_450_1650_1750,B,10,1,350,450,1650,1750,1690000,56034.54220355029,12853.762753573008,19892.0,64367.0,65535.0,0.4765408284023669,0.5234591715976331,5397.1162109375
wide_250_250_1750_1750,A,10,2,250,250,1750,1750,2250000,54195.24356977778,15993.691316565624,9714.0,64015.0,65535.0,0.47905644444444445,0.5209435555555555,5203.681640625
wide_250_250_1750_1750,B,10,2,250,250,1750,1750,2250000,52601.69642844445,17530.30421421447,9586.0,63727.0,65535.0,0.4806462222222222,0.5193537777777778,5203.681640625
inner_350_350_1650_1650,A,10,2,350,350,1650,1650,1690000,56131.465998816566,14074.767438787037,10754.0,65055.0,65535.0,0.49232603550295856,0.5076739644970414,4688.87451171875
inner_350_350_1650_1650,B,10,2,350,350,1650,1650,1690000,55361.13157218935,15466.332953994912,10626.0,65535.0,65535.0,0.5224834319526627,0.47751656804733733,4688.87451171875
inner_450_450_1550_1550,A,10,2,450,450,1550,1550,1210000,58528.55694710744,10943.331646180284,12851.0,65535.0,65535.0,0.5116380165289256,0.4883619834710744,5242.72119140625
inner_450_450_1550_1550,B,10,2,450,450,1550,1550,1210000,57369.364403305786,13561.310483165464,12387.0,65535.0,65535.0,0.5592082644628099,0.4407917355371901,5242.72119140625
upper_350_250_1650_1550,A,10,2,350,250,1650,1550,1690000,58018.93051360947,13143.648836685548,11218.0,65535.0,65535.0,0.5690041420118344,0.43099585798816564,4159.03076171875
upper_350_250_1650_1550,B,10,2,350,250,1650,1550,1690000,57020.256898816566,14821.547840723428,11042.0,65535.0,65535.0,0.5985792899408284,0.40142071005917157,4159.03076171875
lower_350_450_1650_1750,A,10,2,350,450,1650,1750,1690000,54004.97948284024,14856.132436973581,10370.0,60366.0,65535.0,0.41609112426035505,0.5839088757396449,5163.65771484375
lower_350_450_1650_1750,B,10,2,350,450,1650,1750,1690000,53457.88867751479,15954.822573188789,10242.0,61390.0,65535.0,0.44604792899408285,0.5539520710059171,5163.65771484375
wide_250_250_1750_1750,A,10,3,250,250,1750,1750,2250000,36386.66140533333,10789.598745435815,12739.0,35240.0,65535.0,0.015128,0.984872,8029.927734375
wide_250_250_1750_1750,B,10,3,250,250,1750,1750,2250000,39671.47465733333,14171.11152829199,11298.0,38601.0,65535.0,0.03799288888888889,0.9620071111111111,8029.927734375
inner_350_350_1650_1650,A,10,3,350,350,1650,1650,1690000,36396.94782721894,9973.34059762152,12739.0,35720.0,65535.0,0.011914792899408284,0.9880852071005917,8590.34375
inner_350_350_1650_1650,B,10,3,350,350,1650,1650,1690000,40265.498449704144,13583.53664378055,11746.0,39961.0,65535.0,0.02827751479289941,0.9717224852071006,8590.34375
inner_450_450_1550_1550,A,10,3,450,450,1550,1550,1210000,36052.506354545454,8958.826312669597,13059.0,36024.0,55053.0,0.0021454545454545454,0.9978545454545454,9088.1201171875
inner_450_450_1550_1550,B,10,3,450,450,1550,1550,1210000,38810.84465206612,13238.839987679194,11522.0,39961.0,65535.0,0.01138595041322314,0.9886140495867769,9088.1201171875
upper_350_250_1650_1550,A,10,3,350,250,1650,1550,1690000,34439.36429112426,9164.593564292647,12739.0,33656.0,57566.0,0.00489585798816568,0.9951041420118343,8377.830078125
upper_350_250_1650_1550,B,10,3,350,250,1650,1550,1690000,38216.15788165681,12543.870137351254,11746.0,37993.0,65535.0,0.013358579881656805,0.9866414201183432,8377.830078125
lower_350_450_1650_1750,A,10,3,350,450,1650,1750,1690000,38309.03669526627,10547.861863116963,12739.0,37769.0,65535.0,0.01374319526627219,0.9862568047337278,8771.15625
lower_350_450_1650_1750,B,10,3,350,450,1650,1750,1690000,42254.99292189349,14416.195246879912,11746.0,42330.0,65535.0,0.04401834319526627,0.9559816568047337,8771.15625
wide_250_250_1750_1750,A,20,1,250,250,1750,1750,2250000,53840.118412888885,13061.153431048344,15443.0,57822.0,65535.0,0.30489644444444447,0.6951035555555556,5624.28857421875
wide_250_250_1750_1750,B,20,1,250,250,1750,1750,2250000,54248.07426088889,15841.562435840013,3184.0,63375.0,65535.0,0.45581422222222223,0.5441857777777778,5624.28857421875
inner_350_350_1650_1650,A,20,1,350,350,1650,1650,1690000,56947.380736094674,10962.913944803213,22917.0,61615.0,65535.0,0.3832828402366864,0.6167171597633136,3727.38427734375
inner_350_350_1650_1650,B,20,1,350,350,1650,1650,1690000,59443.17996863905,10464.604113364265,23509.0,65535.0,65535.0,0.5814698224852071,0.41853017751479293,3727.38427734375
inner_450_450_1550_1550,A,20,1,450,450,1550,1550,1210000,58860.67591322314,8977.408030619954,30551.0,63375.0,65535.0,0.42795371900826445,0.5720462809917355,3534.234130859375
inner_450_450_1550_1550,B,20,1,450,450,1550,1550,1210000,60980.34477355372,8354.18755178586,30855.0,65535.0,65535.0,0.6213884297520661,0.3786115702479339,3534.234130859375
upper_350_250_1650_1550,A,20,1,350,250,1650,1550,1690000,57050.43933905326,10875.147693048082,24405.0,61823.0,65535.0,0.3858005917159763,0.6141994082840236,3349.91064453125
upper_350_250_1650_1550,B,20,1,350,250,1650,1550,1690000,59068.14786213018,10589.918701855226,25270.0,65535.0,65535.0,0.5695023668639053,0.4304976331360947,3349.91064453125
lower_350_450_1650_1750,A,20,1,350,450,1650,1750,1690000,55638.13818816568,11552.948453091396,21525.0,59678.0,65535.0,0.3392798816568047,0.6607201183431952,4203.93603515625
lower_350_450_1650_1750,B,20,1,350,450,1650,1750,1690000,58653.727504142014,10935.14782013644,22229.0,65535.0,65535.0,0.5362183431952663,0.4637816568047337,4203.93603515625
wide_250_250_1750_1750,A,20,2,250,250,1750,1750,2250000,53679.58208177778,15911.997997384808,9970.0,62639.0,65535.0,0.46481155555555553,0.5351884444444445,4829.0263671875
wide_250_250_1750_1750,B,20,2,250,250,1750,1750,2250000,53114.82587511111,17021.7556308837,9794.0,63839.0,65535.0,0.4803728888888889,0.519627111111111,4829.0263671875
inner_350_350_1650_1650,A,20,2,350,350,1650,1650,1690000,55696.328447928994,14038.527823304401,11090.0,64111.0,65535.0,0.47927751479289943,0.5207224852071006,4119.72900390625
inner_350_350_1650_1650,B,20,2,350,350,1650,1650,1690000,56333.93808461539,14571.915632068005,10850.0,65535.0,65535.0,0.5311846153846154,0.46881538461538463,4119.72900390625
inner_450_450_1550_1550,A,20,2,450,450,1550,1550,1210000,58133.72661157025,11138.3993904398,14099.0,65535.0,65535.0,0.5007421487603306,0.49925785123966937,4376.69287109375
inner_450_450_1550_1550,B,20,2,450,450,1550,1550,1210000,59042.0631,11876.49572311009,13171.0,65535.0,65535.0,0.5845471074380165,0.4154528925619835,4376.69287109375
upper_350_250_1650_1550,A,20,2,350,250,1650,1550,1690000,57475.307556804735,13429.817974137482,11426.0,65535.0,65535.0,0.5557863905325444,0.4442136094674556,3569.0556640625
upper_350_250_1650_1550,B,20,2,350,250,1650,1550,1690000,57893.78024733728,14000.83001228327,11170.0,65535.0,65535.0,0.6074485207100592,0.39255147928994083,3569.0556640625
lower_350_450_1650_1750,A,20,2,350,450,1650,1750,1690000,53704.93603431953,14494.391734625151,10978.0,59070.0,65535.0,0.40248343195266273,0.5975165680473373,4609.3544921875
lower_350_450_1650_1750,B,20,2,350,450,1650,1750,1690000,54582.29958402367,14917.467693071949,10754.0,62383.0,65535.0,0.4546526627218935,0.5453473372781066,4609.3544921875
wide_250_250_1750_1750,A,20,3,250,250,1750,1750,2250000,36275.400788,10871.047641704521,12114.0,35336.0,65535.0,0.011792,0.988208,7469.39208984375
wide_250_250_1750_1750,B,20,3,250,250,1750,1750,2250000,41452.37289911111,13830.443001161333,11538.0,41002.0,65535.0,0.03774311111111111,0.9622568888888889,7469.39208984375
inner_350_350_1650_1650,A,20,3,350,350,1650,1650,1690000,36484.20428816568,9888.055888338635,12355.0,35848.0,63327.0,0.008671005917159764,0.9913289940828403,7835.30517578125
inner_350_350_1650_1650,B,20,3,350,350,1650,1650,1690000,42796.441527218936,12631.887656100314,12307.0,42746.0,65535.0,0.028191715976331362,0.9718082840236686,7835.30517578125
inner_450_450_1550_1550,A,20,3,450,450,1550,1550,1210000,36427.67023801653,8810.152835794828,12547.0,36312.0,54909.0,0.0016479338842975207,0.9983520661157025,8012.185546875
inner_450_450_1550_1550,B,20,3,450,450,1550,1550,1210000,42482.51461900827,11881.961386417239,12307.0,43098.0,65535.0,0.01209504132231405,0.9879049586776859,8012.185546875
upper_350_250_1650_1550,A,20,3,350,250,1650,1550,1690000,34580.49975029586,9229.32827190498,12355.0,33784.0,57229.0,0.004558579881656805,0.9954414201183432,7614.310546875
upper_350_250_1650_1550,B,20,3,350,250,1650,1550,1690000,40689.81550295858,11942.776766453368,12307.0,40393.0,65535.0,0.014145562130177515,0.9858544378698225,7614.310546875
lower_350_450_1650_1750,A,20,3,350,450,1650,1750,1690000,38367.00252130177,10392.010703068605,12355.0,38041.0,64703.0,0.009332544378698225,0.9906674556213018,8004.4033203125
lower_350_450_1650_1750,B,20,3,350,450,1650,1750,1690000,44822.73982721894,13162.446935959842,12307.0,45579.0,65535.0,0.043684615384615384,0.9563153846153846,8004.4033203125
wide_250_250_1750_1750,A,125,1,250,250,1750,1750,2250000,53548.42611111111,12249.571913831474,22437.0,56685.0,65535.0,0.27670755555555554,0.7232924444444444,5417.779296875
wide_250_250_1750_1750,B,125,1,250,250,1750,1750,2250000,53975.78623422222,15178.056236572636,3024.0,61695.0,65535.0,0.42264444444444443,0.5773555555555556,5417.779296875
inner_350_350_1650_1650,A,125,1,350,350,1650,1650,1690000,56099.712515384614,10857.379009554421,26422.0,60078.0,65535.0,0.3429360946745562,0.6570639053254438,3450.9091796875
inner_350_350_1650_1650,B,125,1,350,350,1650,1650,1690000,58758.767903550295,10261.941909259986,28711.0,65535.0,65535.0,0.5360242603550296,0.4639757396449704,3450.9091796875
inner_450_450_1550_1550,A,125,1,450,450,1550,1550,1210000,57439.43012231405,9653.979637123737,30807.0,61455.0,65535.0,0.36836776859504133,0.6316322314049587,3273.533447265625
inner_450_450_1550_1550,B,125,1,450,450,1550,1550,1210000,59907.5675338843,8854.215955677726,32487.0,65535.0,65535.0,0.5605809917355372,0.4394190082644628,3273.533447265625
upper_350_250_1650_1550,A,125,1,350,250,1650,1550,1690000,56192.16711775148,10891.704239592347,25926.0,60334.0,65535.0,0.34599053254437867,0.6540094674556214,3094.681884765625
upper_350_250_1650_1550,B,125,1,350,250,1650,1550,1690000,58382.06374674556,10545.724664060288,27622.0,65535.0,65535.0,0.5269059171597633,0.4730940828402367,3094.681884765625
lower_350_450_1650_1750,A,125,1,350,450,1650,1750,1690000,54838.14160946746,11234.021293641865,25702.0,58014.0,65535.0,0.29849467455621304,0.701505325443787,3906.083984375
lower_350_450_1650_1750,B,125,1,350,450,1650,1750,1690000,57989.02869704142,10548.803164207447,28438.0,65103.0,65535.0,0.489905325443787,0.5100946745562129,3906.083984375
wide_250_250_1750_1750,A,125,2,250,250,1750,1750,2250000,54738.27280577778,12958.836524680743,15315.0,59822.0,65535.0,0.425,0.575,5260.47509765625
wide_250_250_1750_1750,B,125,2,250,250,1750,1750,2250000,54256.206697333335,13832.897034060612,14435.0,59934.0,65535.0,0.43032533333333334,0.5696746666666667,5260.47509765625
inner_350_350_1650_1650,A,125,2,350,350,1650,1650,1690000,56482.582299408285,11060.276833666258,19588.0,61406.0,65535.0,0.4355189349112426,0.5644810650887574,4395.53955078125
inner_350_350_1650_1650,B,125,2,350,350,1650,1650,1690000,57358.00444142012,10946.752153452959,18020.0,64111.0,65535.0,0.4792715976331361,0.5207284023668639,4395.53955078125
inner_450_450_1550_1550,A,125,2,450,450,1550,1550,1210000,58258.02065785124,8981.706462519202,32952.0,63039.0,65535.0,0.45407355371900826,0.5459264462809917,4433.8837890625
inner_450_450_1550_1550,B,125,2,450,450,1550,1550,1210000,59494.34815123967,9028.584044238289,23813.0,65535.0,65535.0,0.5297471074380166,0.47025289256198344,4433.8837890625
upper_350_250_1650_1550,A,125,2,350,250,1650,1550,1690000,58118.383820118346,10571.92260991849,19588.0,65535.0,65535.0,0.5121260355029585,0.48787396449704146,3864.248779296875
upper_350_250_1650_1550,B,125,2,350,250,1650,1550,1690000,58769.34540236687,10568.901896083305,18020.0,65535.0,65535.0,0.5555390532544379,0.44446094674556214,3864.248779296875
lower_350_450_1650_1750,A,125,2,350,450,1650,1750,1690000,54618.134934319525,11574.047935240931,19604.0,57245.0,65535.0,0.3617881656804734,0.6382118343195267,4810.6943359375
lower_350_450_1650_1750,B,125,2,350,450,1650,1750,1690000,55728.08797159763,11389.405885108228,18020.0,59550.0,65535.0,0.4071224852071006,0.5928775147928994,4810.6943359375
wide_250_250_1750_1750,A,125,3,250,250,1750,1750,2250000,36867.79517511111,9418.05078287404,13155.0,36056.0,57502.0,0.000404,0.999596,7210.1943359375
wide_250_250_1750_1750,B,125,3,250,250,1750,1750,2250000,42371.55942222222,12112.322347067648,12162.0,41722.0,65535.0,0.021827555555555555,0.9781724444444444,7210.1943359375
inner_350_350_1650_1650,A,125,3,350,350,1650,1650,1690000,37440.911031952666,8081.577250360101,17252.0,36664.0,55645.0,0.00019526627218934911,0.9998047337278106,7515.3564453125
inner_350_350_1650_1650,B,125,3,350,350,1650,1650,1690000,44262.62259585799,9977.08828543862,16500.0,43690.0,65535.0,0.014728402366863905,0.9852715976331361,7515.3564453125
inner_450_450_1550_1550,A,125,3,450,450,1550,1550,1210000,37940.63672975206,6666.29039323853,26390.0,37225.0,53965.0,0.0001140495867768595,0.9998859504132231,7700.833984375
inner_450_450_1550_1550,B,125,3,450,450,1550,1550,1210000,44814.69024793388,8372.332101368613,22229.0,44298.0,64623.0,0.007545454545454545,0.9924545454545455,7700.833984375
upper_350_250_1650_1550,A,125,3,350,250,1650,1550,1690000,35627.619329585796,7699.126819542635,17252.0,35064.0,53228.0,9.585798816568047e-05,0.9999041420118343,7297.68212890625
upper_350_250_1650_1550,B,125,3,350,250,1650,1550,1690000,42258.41925384615,9624.680848516156,16500.0,41370.0,64479.0,0.007121301775147929,0.9928786982248521,7297.68212890625
lower_350_450_1650_1750,A,125,3,350,450,1650,1750,1690000,39327.995343786984,8469.420558127676,17252.0,38585.0,58222.0,0.0005189349112426036,0.9994810650887574,7663.69287109375
lower_350_450_1650_1750,B,125,3,350,450,1650,1750,1690000,46269.761918343196,10346.52307944978,16500.0,46107.0,65535.0,0.028996449704142013,0.9710035502958579,7663.69287109375
wide_250_250_1750_1750,A,230,1,250,250,1750,1750,2250000,53089.69659022222,12793.049510092103,20677.0,56637.0,65535.0,0.27303244444444447,0.7269675555555555,5729.673828125
wide_250_250_1750_1750,B,230,1,250,250,1750,1750,2250000,53391.05293911111,15495.492836316891,3008.0,60846.0,65535.0,0.4027271111111111,0.597272888888889,5729.673828125
inner_350_350_1650_1650,A,230,1,350,350,1650,1650,1690000,55595.56728994083,11495.75946061866,25350.0,59950.0,65535.0,0.336398224852071,0.6636017751479291,3774.90087890625
inner_350_350_1650_1650,B,230,1,350,350,1650,1650,1690000,58295.32526804734,10594.982742004542,28118.0,65535.0,65535.0,0.5104704142011834,0.48952958579881656,3774.90087890625
inner_450_450_1550_1550,A,230,1,450,450,1550,1550,1210000,56684.379030578515,10551.78106509506,28278.0,61086.0,65535.0,0.3533421487603306,0.6466578512396695,3714.27734375
inner_450_450_1550_1550,B,230,1,450,450,1550,1550,1210000,59350.20442975207,9420.741545493662,31703.0,65535.0,65535.0,0.5372446280991735,0.4627553719008265,3714.27734375
upper_350_250_1650_1550,A,230,1,350,250,1650,1550,1690000,55698.85653964497,11524.204331433513,24854.0,60238.0,65535.0,0.339291124260355,0.660708875739645,3465.407470703125
upper_350_250_1650_1550,B,230,1,350,250,1650,1550,1690000,57868.00495207101,10976.69484826021,26310.0,65535.0,65535.0,0.5029218934911243,0.49707810650887574,3465.407470703125
lower_350_450_1650_1750,A,230,1,350,450,1650,1750,1690000,54390.21730591716,11724.729981217797,24854.0,57950.0,65535.0,0.29215562130177514,0.7078443786982249,4174.046875
lower_350_450_1650_1750,B,230,1,350,450,1650,1750,1690000,57591.05104674556,10748.843665624294,27926.0,64223.0,65535.0,0.4661597633136095,0.5338402366863906,4174.046875
wide_250_250_1750_1750,A,230,2,250,250,1750,1750,2250000,52954.69261288889,14294.090456850849,11730.0,56749.0,65535.0,0.3897986666666667,0.6102013333333334,5870.93994140625
wide_250_250_1750_1750,B,230,2,250,250,1750,1750,2250000,52133.39274444444,15177.901971885787,12643.0,56317.0,65535.0,0.38083955555555554,0.6191604444444445,5870.93994140625
inner_350_350_1650_1650,A,230,2,350,350,1650,1650,1690000,54802.38128402367,12402.375103683657,16067.0,58430.0,65535.0,0.3970171597633136,0.6029828402366864,5098.68017578125
inner_350_350_1650_1650,B,230,2,350,350,1650,1650,1690000,55313.69603195266,12715.300070834473,16131.0,60270.0,65535.0,0.42456923076923075,0.5754307692307692,5098.68017578125
inner_450_450_1550_1550,A,230,2,450,450,1550,1550,1210000,56909.65548512396,9896.294068455041,27430.0,60414.0,65535.0,0.41172231404958676,0.5882776859504133,5329.15234375
inner_450_450_1550_1550,B,230,2,450,450,1550,1550,1210000,57574.121233884296,10919.933545373688,17892.0,63583.0,65535.0,0.4675487603305785,0.5324512396694214,5329.15234375
upper_350_250_1650_1550,A,230,2,350,250,1650,1550,1690000,56371.704814201184,12270.878709020595,15859.0,63375.0,65535.0,0.47133668639053256,0.5286633136094674,4663.111328125
upper_350_250_1650_1550,B,230,2,350,250,1650,1550,1690000,56608.896207100595,12702.346703237397,16131.0,65215.0,65535.0,0.49598579881656807,0.5040142011834319,4663.111328125
lower_350_450_1650_1750,A,230,2,350,450,1650,1750,1690000,53339.71368402367,12257.192692970772,16948.0,54877.0,65535.0,0.33108402366863904,0.668915976331361,5467.10546875
lower_350_450_1650_1750,B,230,2,350,450,1650,1750,1690000,54036.96726804734,12587.493265885494,16195.0,56765.0,65535.0,0.361394674556213,0.638605325443787,5467.10546875
wide_250_250_1750_1750,A,230,3,250,250,1750,1750,2250000,36127.855837333336,9296.558583524898,12723.0,35016.0,57181.0,0.0004333333333333333,0.9995666666666667,6912.6611328125
wide_250_250_1750_1750,B,230,3,250,250,1750,1750,2250000,41353.67179955556,12069.507826925745,11874.0,40169.0,65535.0,0.019397333333333332,0.9806026666666666,6912.6611328125
inner_350_350_1650_1650,A,230,3,350,350,1650,1650,1690000,36647.008442603554,8028.306714065538,15907.0,35528.0,55213.0,0.0002,0.9998,7145.0
inner_350_350_1650_1650,B,230,3,350,350,1650,1650,1690000,43147.182624852074,10110.445222282371,16259.0,42026.0,65535.0,0.013714792899408284,0.9862852071005918,7145.0
inner_450_450_1550_1550,A,230,3,450,450,1550,1550,1210000,37162.83537190083,6665.920718429564,26038.0,35976.0,53485.0,0.00013966942148760332,0.9998603305785124,7345.99755859375
inner_450_450_1550_1550,B,230,3,450,450,1550,1550,1210000,43731.260191735535,8568.427320837653,24037.0,42890.0,64879.0,0.008446280991735538,0.9915537190082645,7345.99755859375
upper_350_250_1650_1550,A,230,3,350,250,1650,1550,1690000,34904.09090946746,7568.548495490824,15907.0,33784.0,52716.0,0.00010887573964497041,0.999891124260355,6931.54443359375
upper_350_250_1650_1550,B,230,3,350,250,1650,1550,1690000,41223.71214319527,9683.12941359798,16259.0,39865.0,64479.0,0.007476331360946746,0.9925236686390533,6931.54443359375
lower_350_450_1650_1750,A,230,3,350,450,1650,1750,1690000,38436.12863254438,8568.39818249484,15907.0,37337.0,57822.0,0.0004988165680473373,0.9995011834319527,7310.8408203125
lower_350_450_1650_1750,B,230,3,350,450,1650,1750,1690000,45066.77050177515,10610.936284415073,16259.0,44506.0,65535.0,0.02569940828402367,0.9743005917159764,7310.8408203125
wide_250_250_1750_1750,A,250,1,250,250,1750,1750,2250000,52931.401412444444,12859.045286338054,20597.0,56429.0,65535.0,0.2696057777777778,0.7303942222222222,5640.39599609375
wide_250_250_1750_1750,B,250,1,250,250,1750,1750,2250000,53377.93534044444,15485.76827322422,2896.0,60750.0,65535.0,0.39984444444444445,0.6001555555555556,5640.39599609375
inner_350_350_1650_1650,A,250,1,350,350,1650,1650,1690000,55414.11532366864,11592.182038412318,25318.0,59758.0,65535.0,0.3323076923076923,0.6676923076923077,3752.70068359375
inner_350_350_1650_1650,B,250,1,350,350,1650,1650,1690000,58212.72134852071,10681.266399349815,27846.0,65535.0,65535.0,0.5074609467455621,0.4925390532544379,3752.70068359375
